	00:00:02.010	2.01	00:00:04.720	4.72	00:00:02.710	2.71	
	00:00:05.559	5.559	00:00:07.700	7.7	00:00:02.141	2.141	
	00:00:08.340	8.34	00:00:10.484	10.484	00:00:02.144	2.144	
	00:00:11.340	11.34	00:00:13.365	13.365	00:00:02.025	2.025	
	00:00:14.310	14.31	00:00:16.440	16.44	00:00:02.130	2.13	
	00:00:17.210	17.21	00:00:19.680	19.68	00:00:02.470	2.47	
	00:00:20.430	20.43	00:00:22.450	22.45	00:00:02.020	2.02	
	00:00:23.200	23.2	00:00:25.420	25.42	00:00:02.220	2.22	
	00:00:26.340	26.34	00:00:28.760	28.76	00:00:02.420	2.42	
	00:00:29.500	29.5	00:00:31.734	31.734	00:00:02.234	2.234	
	00:00:32.660	32.66	00:00:35.032	35.032	00:00:02.372	2.372	
	00:00:35.770	35.77	00:00:37.980	37.98	00:00:02.210	2.21	
	00:00:38.730	38.73	00:00:40.830	40.83	00:00:02.100	2.1	
	00:00:42.010	42.01	00:00:43.990	43.99	00:00:01.980	1.98	
	00:00:45.210	45.21	00:00:47.140	47.14	00:00:01.930	1.93	
	00:00:48.237	48.237	00:00:50.030	50.03	00:00:01.793	1.793	
	00:00:51.398	51.398	00:00:53.120	53.12	00:00:01.722	1.722	
	00:00:54.190	54.19	00:00:56.620	56.62	00:00:02.430	2.43	
	00:00:57.650	57.65	00:00:59.810	59.81	00:00:02.160	2.16	
	00:01:00.770	60.77	00:01:02.700	62.7	00:00:01.930	1.93	
	00:01:03.690	63.69	00:01:05.490	65.49	00:00:01.800	1.8	
	00:01:06.607	66.607	00:01:08.780	68.78	00:00:02.173	2.173	
	00:01:09.721	69.721	00:01:11.326	71.326	00:00:01.605	1.605	
	00:01:12.368	72.368	00:01:14.340	74.34	00:00:01.972	1.972	
	00:01:15.460	75.46	00:01:17.392	77.392	00:00:01.932	1.932	
